text,corrected,exists
fill'd,filled,True
enlarg'd,enlarged,True
distill'd,distilled,True
helen's,helenes,False
cleopatra's,cleopatraes,False
atalanta's,atalantaes,False
lucretia's,lucretiaes,False
devis'd,devised,False
priz'd,prized,False
'have,ehave,False
!',!e,False
that's,thates,False
pythagoras',pythagorase,False
caparison'd,caparisoned,False
narrow-mouth'd,narrow-mouthed,False
god's,godes,False
wrestler's,wrestleres,False
i',ie,True
'tis,etis,False
gargantua's,gargantuaes,False
'tis,etis,False
age's,agees,False
man's,manes,True
jove's,jovees,False
stretch'd,stretched,False
'holla,eholla,False
!',!e,False
furnish'd,furnished,True
'tis,etis,False
fashion',fashione,False
wi',wie,False
let's,letes,False
love's,lovees,False
goldsmiths',goldsmithse,False
conn'd,conned,False
'twas,etwas,False
atalanta's,atalantaes,False
'tis,etis,False
i'll,iell,False
is't,iset,False
o'clock,oeclock,False
o',oe,True
there's,therees,False
i'll,iell,False
se'nnight,seennight,False
time's,timees,False
'rosalind',erosalinde,False
uncle's,unclees,False
brother's,brotheres,False
sheep's,sheepes,False
in't,inet,False
i'll,iell,False
thatch'd,thatched,False
man's,manes,True
man's,manes,True
'poetical',epoeticale,False
hard-favour'd,hard-favoured,False
'many,emany,False
:',:e,False
'tis,etis,False
i'll,iell,False
what-ye-call't,what-ye-callet,False
'ild,eild,False
'tis,etis,False
ne'er,neeer,False
judas's,judases,False
judas's,judases,False
i',ie,True
winter's,winteres,False
'was',ewase,False
'is,eis,False
:',:e,False
that's,thates,False
all's,alles,False
inquir'd,inquired,False
complain'd,complained,False
play'd,played,False
i'll,iell,False
accustom'd,accustomed,True
tell'st,tellest,False
'tis,etis,False
frail'st,frailest,False
call'd,called,False
love's,lovees,False
nature's,naturees,False
od's,odes,False
'tis,etis,False
'tis,etis,False
ill-favour'd,ill-favoured,False
'tis,etis,False
man's,manes,True
he's,hees,False
she'll,sheell,False
i'll,iell,False
'tis,etis,False
abus'd,abused,False
'who,ewho,False
lov'd,loved,False
lov'd,loved,False
?',?e,False
extermin'd,extermined,False
i'll,iell,False
employ'd,employed,True
scatter'd,scattered,True
i'll,iell,False
know'st,knowest,False
'tis,etis,False
he's,hees,False
he'll,heell,False
he's,hees,False
'tis,etis,False
mix'd,mixed,True
'twas,etwas,False
mark'd,marked,True
remember'd,remembered,False
scorn'd,scorned,True
answer'd,answered,False
that's,thates,False
i'll,iell,False
i'll,iell,False
matter's,matteres,False
'tis,etis,False
'tis,etis,False
scholar's,scholares,False
musician's,musicianes,False
courtier's,courtieres,False
soldier's,soldieres,False
lawyer's,lawyeres,False
lady's,ladyes,False
lover's,loveres,False
men's,menes,False
wi',wie,False
hour's,houres,False
o',oe,True
i'll,iell,False
what's,whates,False
'hero,ehero,False
.',.e,False
",'will",",ewill",False
",'",",e",False
'i,ei,False
.',.e,False
there's,therees,False
woman's,womanes,False
'a,ea,True
",'",",e",False
'ever,eever,False
.',.e,False
woman's,womanes,False
'twill,etwill,False
'twill,etwill,False
'wit,ewit,False
?',?e,False
wife's,wifees,False
neighbour's,neighboures,False
husband's,husbandes,False
o'clock,oeclock,False
'tis,etis,False
o'clock,oeclock,False
one's,onees,False
i'll,iell,False
i'll,iell,False
i'll,iell,False
let's,letes,False
deer's,deeres,False
'tis,etis,False
kill'd,killed,False
father's,fatheres,False
o'clock,oeclock,False
ta'en,taeen,False
'od's,eodes,False
turn'd,turned,True
freestone-colour'd,freestone-coloured,False
'twas,etwas,False
housewife's,housewifees,False
that's,thates,False
man's,manes,True
'tis,etis,False
woman's,womanes,False
phebe's,phebees,False
turn'd,turned,True
maiden's,maidenes,False
burn'd,burned,True
warr'st,warrest,False
woman's,womanes,False
i'll,iell,False
fenc'd,fenced,False
there's,therees,False
'the,ethe,False
.',.e,False
ask'd,asked,False
stain'd,stained,False
moss'd,mossed,True
o'ergrown,oeergrown,False
wreath'd,wreathed,True
approach'd,approached,False
unlink'd,unlinked,True
bush's,bushes,False
'tis,etis,False
liv'd,lived,True
'mongst,emongst,False
suck'd,sucked,False
purpos'd,purposed,False
awak'd,awaked,False
rescu'd,rescued,False
was't,waset,False
'twas,etwas,False
'tis,etis,False
bath'd,bathed,False
brother's,brotheres,False
stripp'd,stripped,True
recover'd,recovered,False
dy'd,dyed,False
we'll,weell,False
man's,manes,True
i',ie,True
gentleman's,gentlemanes,False
'tis,etis,False
i',ie,True
'thank,ethank,False
;',;e,False
'so,eso,False
",'",",e",False
'the,ethe,False
.',.e,False
o'errun,oeerrun,False
is't,iset,False
father's,fatheres,False
rowland's,rowlandes,False
all's,alles,False
'tis,etis,False
sar's,sares,False
'i,ei,False
:',:e,False
man's,manes,True
follow'd,followed,False
'tis,etis,False
'why,ewhy,False
?',?e,False
'tis,etis,False
i'll,iell,False
i'll,iell,False
duke's,dukees,False
i',ie,True
into't,intoet,False
i'faith,iefaith,False
i'faith,iefaith,False
o'er,oeer,False
wi',wie,False
urg'd,urged,False
you'll,youell,False
you'll,youell,False
you'll,youell,False
promis'd,promised,False
you'll,youell,False
you'll,youell,False
daughter's,daughteres,False
tutor'd,tutored,False
ta'en,taeen,False
'ild,eild,False
fool's,fooles,False
courtier's,courtieres,False
'the,ethe,False
.',.e,False
'quip,equip,True
.',.e,False
'reply,ereply,False
.',.e,False
'reproof,ereproof,False
:',:e,False
'countercheck,ecountercheck,False
quarrelsome',quarrelsomee,False
'lie,elie,False
",'",",e",False
'lie,elie,False
.',.e,False
'lie,elie,False
",'",",e",False
'lie,elie,False
;',;e,False
'retort,eretort,False
;',;e,False
'quip,equip,True
;',;e,False
'reply,ereply,False
;',;e,False
'reproof,ereproof,False
;',;e,False
'countercheck,ecountercheck,False
;',;e,False
'lie,elie,False
;',;e,False
'lie,elie,False
.',.e,False
'if,eif,False
.',.e,False
'if,eif,False
",'",",e",False
'if,eif,False
;',;e,False
'if',eife,False
'if,eif,False
.',.e,False
he's,hees,False
i'll,iell,False
i'll,iell,False
ne'er,neeer,False
'tis,etis,False
here's,herees,False
hymen's,hymenes,False
juno's,junoes,False
'tis,etis,False
address'd,addressed,False
banish'd,banished,False
restor'd,restored,False
exil'd,exiled,False
offer'st,offerest,False
brothers',brotherse,False
endur'd,endured,False
new-fall'n,new-fallen,False
heap'd,heaped,False
learn'd,learned,True
victual'd,victualed,False
i'll,iell,False
abandon'd,abandoned,True
they'll,theyell,False
'tis,etis,False
i'll,iell,False
what's,whates,False
's,es,True
purpos'd,purposed,False
wife's,wifees,False
referr'd,referred,False
she's,shees,False
banish'd,banished,False
imprison'd,imprisoned,False
touch'd,touched,True
desir'd,desired,True
king's,kinges,False
miss'd,missed,False
banish'd,banished,False
what's,whates,False
serv'd,served,False
admir'd,admired,True
gain'd,gained,False
o',oe,True
deceas'd,deceased,True
'twas,etwas,False
minister'd,ministered,False
in's,ines,False
liv'd,lived,True
prais'd,praised,False
lov'd,loved,False
banish'd,banished,False
esteem'd,esteemed,False
i',ie,True
stol'n,stolen,True
king's,kinges,False
convey'd,conveyed,False
howsoe'er,howsoeeer,False
'tis,etis,False
laugh'd,laughed,False
assur'd,assured,True
evil-ey'd,evil-eyed,False
you're,youere,False
'twere,etwere,False
lean'd,leaned,False
i'll,iell,False
barr'd,barred,True
charg'd,charged,False
father's,fatheres,False
reserv'd,reserved,True
loyal'st,loyalest,False
e'er,eeer,False
philario's,philarioes,False
i'll,iell,False
i'll,iell,False
mother's,motheres,False
i'll,iell,False
thou'rt,thouert,False
heap'st,heapest,False
year's,yeares,False
bless'd,blessed,True
took'st,tookest,False
lov'd,loved,False
neat-herd's,neat-herdes,False
shepherd's,shepherdes,False
play'd,played,False
't,et,False
son's,sones,False
father's,fatheres,False
't,et,False
pleas'd,pleased,False
there's,therees,False
body's,bodyes,False
o',oe,True
she's,shees,False
i'll,iell,False
you'll,youell,False
i'll,iell,False
let's,letes,False
grew'st,grewest,False
question'dst,questionedst,False
'twere,etwere,False
offer'd,offered,False
wav'd,waved,True
kiss'd,kissed,False
's,es,True
sail'd,sailed,True
crack'd,cracked,True
follow'd,followed,False
turn'd,turned,True
assur'd,assured,True
charg'd,charged,False
highness',highnesse,False
dispatch'd,dispatched,False
king's,kinges,False
o'er-rate,oeer-rate,False
others',otherse,False
'twas,etwas,False
gentleman's,gentlemanes,False
'fore,efore,False
she's,shees,False
o'ervalues,oeervalues,False
you're,youere,False
what's,whates,False
neighbour's,neighboures,False
'tis,etis,False
ladies',ladiese,False
what's,whates,False
's,es,True
here's,herees,False
'em,eem,False
's,es,True
ask'st,askest,False
learn'd,learned,True
think'st,thinkest,False
't,et,False
he's,hees,False
damn'd,damned,True
she'll,sheell,False
fool'd,fooled,False
i'll,iell,False
day's,dayes,False
tak'st,takest,False
know'st,knowest,False
redeem'd,redeemed,False
't,et,False
i'll,iell,False
thou'lt,thouelt,False
shak'd,shaked,False
assur'd,assured,True
i'll,iell,False
there's,therees,False
i'll,iell,False
banish'd,banished,False
thief-stol'n,thief-stolen,False
that's,thates,False
bless'd,blessed,True
so'er,soeer,False
furnish'd,furnished,True
warm'd,warmed,True
'twixt,etwixt,False
twinn'd,twinned,True
number'd,numbered,False
'twixt,etwixt,False
i',ie,True
'twixt,etwixt,False
i',ie,True
i',ie,True
oppos'd,opposed,True
allur'd,allured,False
fill'd,filled,True
man's,manes,True
he's,hees,False
dispos'd,disposed,True
call'd,called,False
's,es,True
'o,eo,False
?',?e,False
heaven's,heavenes,False
us'd,used,True
'tis,etis,False
i',ie,True
't,et,False
feeler's,feeleres,False
damn'd,damned,True
that's,thates,False
inclin'd,inclined,False
'tis,etis,False
fasten'd,fastened,False
great'st,greatest,False
partner'd,partnered,False
hir'd,hired,True
diseas'd,diseased,True
boil'd,boiled,True
reveng'd,revenged,False
reveng'd,revenged,False
reveng'd,revenged,False
reveng'd,revenged,False
diana's,dianaes,False
seek'st,seekest,False
wrong'st,wrongest,False
solicit'st,solicitest,False
assur'd,assured,True
call'd,called,False
o'er,oeer,False
manner'd,mannered,True
men's,menes,False
'mongst,emongst,False
adventur'd,adventured,False
honour'd,honoured,False
all's,alles,False
i',ie,True
't,et,False
'tis,etis,False
cross'd,crossed,True
't,et,False
you're,youere,False
't,et,False
't,et,False
that's,thates,False
't,et,False
he's,hees,False
there's,therees,False
'tis,etis,False
leonatus',leonatuse,False
he's,hees,False
lordship's,lordshipes,False
't,et,False
i'll,iell,False
i'll,iell,False
i'll,iell,False
endur'st,endurest,False
govern'd,governed,False
he'd,heed,True
unshak'd,unshaked,False
banish'd,banished,False
who's,whoes,False
o',oe,True
man's,manes,True
o'erlabour'd,oeerlaboured,False
waken'd,wakened,False
becom'st,becomest,False
unparagon'd,unparagoned,True
't,et,False
'tis,etis,False
lac'd,laced,True
heaven's,heavenes,False
th',the,True
o',oe,True
'tis,etis,False
i',ie,True
here's,herees,False
pick'd,picked,True
ta'en,taeen,False
that's,thates,False
screw'd,screwed,True
leaf's,leafes,False
turn'd,turned,True
raven's,ravenes,False
it's,ites,False
't,et,False
o',oe,True
we'll,weell,False
i'll,iell,False
o'er,oeer,False
heaven's,heavenes,False
'gins,egins,False
chalic'd,chaliced,True
calves'-guts,calvese-guts,False
that's,thates,False
assail'd,assailed,False
she's,shees,False
inspir'd,inspired,True
that's,thates,False
i'll,iell,False
'tis,etis,False
diana's,dianaes,False
o',oe,True
'tis,etis,False
kill'd,killed,False
who's,whoes,False
gentlewoman's,gentlewomanes,False
that's,thates,False
what's,whates,False
lordship's,lordshipes,False
lady's,ladyes,False
there's,therees,False
'twere,etwere,False
'twere,etwere,False
you'll,youell,False
i'll,iell,False
lady's,ladyes,False
't,et,False
foster'd,fostered,False
o',oe,True
allow'd,allowed,False
self-figur'd,self-figured,False
curb'd,curbed,False
o',oe,True
squire's,squirees,False
'twere,etwere,False
styl'd,styled,False
preferr'd,preferred,True
nam'd,named,False
clipp'd,clipped,True
'his,ehis,False
!',!e,False
'his,ehis,False
!',!e,False
anger'd,angered,False
master's,masteres,False
'shrew,eshrew,False
king's,kinges,False
't,et,False
'twas,etwas,False
kiss'd,kissed,False
'twill,etwill,False
abus'd,abused,False
'his,ehis,False
!',!e,False
't,et,False
't,et,False
she's,shees,False
i'll,iell,False
reveng'd,revenged,False
'his,ehis,False
!',!e,False
winter's,winteres,False
sear'd,seared,True
o'erpays,oeerpays,False
's,es,True
he'll,heell,False
order'd,ordered,True
smil'd,smiled,False
kiss'd,kissed,False
look'd,looked,True
'tis,etis,False
approach'd,approached,False
is't,iset,False
i'll,iell,False
stone's,stonees,False
't,et,False
you'll,youell,False
hang'd,hanged,False
swell'd,swelled,True
wonder'd,wondered,False
't,et,False
o',oe,True
'tis,etis,False
i'll,iell,False
stripp'd,stripped,True
enrich'd,enriched,False
priz'd,prized,False
pluck'd,plucked,True
'tis,etis,False
't,et,False
there's,therees,False
'tis,etis,False
stol'n,stolen,True
't,et,False
stol'n,stolen,True
'tis,etis,False
'tis,etis,False
induc'd,induced,True
enjoy'd,enjoyed,False
believ'd,believed,False
't,et,False
kiss'd,kissed,False
i'll,iell,False
't,et,False
thou'st,thouest,False
i'll,iell,False
't,et,False
i',ie,True
i'll,iell,False
let's,letes,False
stamp'd,stamped,False
seem'd,seemed,False
restrain'd,restrained,True
pray'd,prayed,False
't,et,False
warm'd,warmed,True
unsunn'd,unsunned,True
't,et,False
full-acorn'd,full-acorned,False
'o,eo,False
!',!e,False
look'd,looked,True
woman's,womanes,False
there's,therees,False
woman's,womanes,False
woman's,womanes,False
i'll,iell,False
'tis,etis,False
men's,menes,False
conquer'd,conquered,False
sar's,sares,False
untender'd,untendered,True
's,es,True
neptune's,neptunees,False
enemies',enemiese,False
'came,ecame,False
:',:e,False
touch'd,touched,True
mov'd,moved,False
crack'd,cracked,True
'gainst,egainst,False
fam'd,famed,False
sar's,sares,False
lud's,ludes,False
there's,therees,False
sar's,sares,False
swell'd,swelled,True
o',oe,True
's,es,True
ordain'd,ordained,False
call'd,called,False
sar's,sares,False
'gainst,egainst,False
gather'd,gathered,False
there's,therees,False
master's,masteres,False
'welcome,ewelcome,False
!',!e,False
monster's,monsteres,False
fall'n,fallen,True
poisonous-tongu'd,poisonous-tongued,False
prevail'd,prevailed,False
she's,shees,False
punish'd,punished,False
?do't,?doet,False
damn'd,damned,True
that's,thates,False
look'st,lookest,False
learn'd,learned,True
he'd,heed,True
contain'd,contained,False
lord's,lordes,False
med'cinable,medecinable,False
bless'd,blessed,True
cupid's,cupides,False
father's,fatheres,False
hear'st,hearest,False
'tis,etis,False
long'st,longest,False
long'st,longest,False
'bate,ebate,False
long'st,longest,False
mine's,minees,False
love's,lovees,False
t',te,True
we'll,weell,False
'twixt,etwixt,False
'twixt,etwixt,False
's,es,True
's,es,True
i',ie,True
clock's,clockes,False
she'll,sheell,False
franklin's,franklines,False
you're,youere,False
there's,therees,False
roof's,roofes,False
morning's,morninges,False
arch'd,arched,True
i',ie,True
i'll,iell,False
allow'd,allowed,False
wing'd,winged,True
'em,eem,False
uncross'd,uncrossed,True
unfledg'd,unfledged,True
wing'd,winged,True
o',oe,True
air's,aires,False
prison'd,prisoned,False
city's,cityes,False
o',oe,True
fear's,feares,False
i',ie,True
i',ie,True
what's,whates,False
body's,bodyes,False
mark'd,marked,True
lov'd,loved,False
prevail'd,prevailed,False
follow'd,followed,False
liv'd,lived,True
hunter's,hunteres,False
o',oe,True
i'll,iell,False
train'd,trained,True
i',ie,True
call'd,called,False
'thus,ethus,False
's,es,True
;',;e,False
rous'd,roused,False
reft'st,reftest,False
call'd,called,False
told'st,toldest,False
ne'er,neeer,False
long'd,longed,False
perplex'd,perplexed,True
what's,whates,False
tender'st,tenderest,False
't,et,False
't,et,False
need'st,needest,False
count'nance,countenance,True
husband's,husbandes,False
drug-damn'd,drug-damned,False
he's,hees,False
disdain'd,disdained,False
'tis,etis,False
'twixt,etwixt,False
that's,thates,False
's,es,True
look'dst,lookedst,False
favour's,favoures,False
betray'd,betrayed,False
ripp'd,ripped,False
men's,menes,False
women's,womenes,False
't,et,False
sinon's,sinones,False
perjur'd,perjured,True
master's,masteres,False
'tis,etis,False
seem'st,seemest,False
master's,masteres,False
here's,herees,False
something's,somethinges,False
't,et,False
we'll,weell,False
turn'd,turned,True
betray'd,betrayed,False
'gainst,egainst,False
disedg'd,disedged,False
tir'st,tirest,False
pang'd,panged,False
where's,wherees,False
master's,masteres,False
receiv'd,received,True
't,et,False
i'll,iell,False
abus'd,abused,False
horses',horsese,False
perturb'd,perturbed,True
ta'en,taeen,False
consider'd,considered,True
abus'd,abused,False
i'll,iell,False
'tis,etis,False
miss'd,missed,False
you'll,youell,False
i',ie,True
world's,worldes,False
't,et,False
swan's,swanes,False
there's,therees,False
t',te,True
't,et,False
here's,herees,False
quick-answer'd,quick-answered,False
'tis,etis,False
